test,model,scenario,trial,phase1,prediction,phase2,explanation,judge_response,sub_scores_REFERENCES_VIOLATION,sub_scores_COHERENCE,sub_scores_NON_POSTHOC,score
8_world_model,claude-sonnet-4-6,date,3,"two people meet at a coffee shop for their first date arranged through a dating app. they smile at each other, sit down with their drinks, and start chatting. predict the next 5 minutes.","Here's how those first five minutes likely unfold:

The opener is almost always the same — one of them says ""so, you found it okay?"" or ""have you been here before?"" while the other is still settling in, hanging up a jacket or arranging their bag. It's a throwaway question, but it buys thirty seconds of normalcy while both of them recalibrate: *oh, you're a real person.*

Then comes the profile audit. Each of them is quietly running a background check — does he look like his photos? Is she as tall as she seemed? There's a small, private exhale of relief if the answer is more or less yes, and a slightly forced smile if it isn't. Neither will say anything either way.

Around minute two, someone asks ""so what do you do?"" even though they both already know, because they read each other's profiles thoroughly and then pretended they hadn't. It's not laziness — it's an invitation to perform, to be more interesting out loud than you were in text.

By minute three or four, one of them lands a genuine laugh out of the other. Not a polite laugh — a real one, slightly surprised. That's the actual beginning of the date. Everything before it was just customs and immigration.

And somewhere in the fifth minute, without either of them consciously deciding to, the conversation stops being about facts — jobs, neighborhoods, how long the commute is — and starts being about opinions, small ones at first. A shared mild complaint about something. That's the tell. That's when they've both quietly decided: *okay, I'll stay a little longer.*","after exactly 30 seconds, one person stands up and walks out. give 3 explanations.","Three possibilities:

**They recognized each other.** Not as strangers who matched on an app — as people who already know each other in a context that makes this deeply awkward. An ex's sibling. A direct report from work. A neighbor they've had a noise complaint with. The thirty seconds was just long enough to confirm the suspicion that had been nagging since they walked in. No graceful exit exists, so they took the only one available: immediate.

**The other person said something disqualifying almost immediately.** Not offensive, necessarily — just something that landed like a door closing. A passing comment about an ex, a political aside while gesturing at something on the news playing overhead, an offhand joke that revealed a value incompatibility too fundamental to overlook. The person who left had apparently a very clear internal threshold, and it got crossed in half a minute. They'd rather eat the awkwardness than spend two hours being polite about something they already know.

**It was never really a date.** They were already in a relationship — with someone else — and had been half-heartedly swiping, telling themselves it was harmless curiosity, that they'd never actually go. Then they went. And sitting down across from a real person with a real coffee and a real hopeful expression made the abstraction suddenly concrete. The guilt arrived faster than expected. Thirty seconds was all it took to realize they had no business being there.","REFERENCES_VIOLATION: 6
COHERENCE: 9
NON_POSTHOC: 7",6,9,7,7.5
8_world_model,claude-sonnet-4-6,date,4,"two people meet at a coffee shop for their first date arranged through a dating app. they smile at each other, sit down with their drinks, and start chatting. predict the next 5 minutes.","Here's how those first five minutes might unfold:

The opener is almost always the same — one of them says ""so, you found it okay?"" even though both of them navigated here perfectly fine using Google Maps. It buys about 45 seconds.

Then comes the phone-to-table ritual. Both phones get placed face-down in a silent mutual agreement that they are *present* and *intentional*, which they will violate approximately four minutes from now when one of them checks a notification they claim is ""just work.""

Around the one-minute mark, someone makes a joke about how weird this is — meeting a stranger from the internet — and they both laugh with slightly too much relief. This is actually a great sign. It means they've both quietly dropped the performance for a second.

Then the interview begins. Not in a bad way, just inevitably. *Where are you from originally? How long have you been in the city? What do you do?* The answers matter less than the rhythm — are they listening, or just waiting to talk? Is there any riffing, any ""oh that's funny because—""?

Someone's coffee order becomes a small personality reveal. One of them comments on the other's drink — an oat milk latte, a black coffee, something unusual — and this becomes the first real moment of gentle teasing or curiosity. A tiny thread gets pulled.

By minute four, the body language has already decided something the conscious mind hasn't caught up to yet. Shoulders have either turned *toward* or stayed *politely square*. The laughs have either become slightly more natural or remained just slightly too loud.

And by minute five, both of them have already answered the only question that actually matters on a first date: *do I want there to be a minute six?*","after exactly 30 seconds, one person stands up and walks out. give 3 explanations.","Three ways this goes:

**They recognized each other.** Not in a good way. The person who walked out just realized this is their coworker's ex, their neighbor from two apartments over, someone they ghosted badly six months ago, or — worst of all — their cousin's new partner who doesn't know they're on dating apps. Thirty seconds is exactly how long it takes to place a face. The exit isn't rude; it's damage control.

**The photos were significantly optimistic.** One profile was curated from a particularly good year, a particular angle, a particular light. Sitting across from someone in the flat fluorescence of a coffee shop at 2pm is merciless in a way that a carefully selected photo is not. This person decided, in thirty seconds, that they couldn't maintain the performance of not noticing for an entire hour. It's unkind but it's also, in a bleak way, more honest than staying.

**Something in the first thirty seconds said** ***no*** **at a frequency only they could hear.** Not the face, not a prior connection — just some ineffable signal. A particular laugh, a specific phrase, a way of holding the cup, something that unlocked a very old memory or a very firm preference. First dates run on instinct that predates the conversation. Sometimes the gut has already decided before the coffee is even cool enough to drink, and this person — unusually, perhaps admirably — actually listened to it.

In all three cases, the one left sitting at the table will spend the next ten minutes replaying every second wondering which it was.","REFERENCES_VIOLATION: 6
COHERENCE: 9
NON_POSTHOC: 7",6,9,7,7.5
8_world_model,claude-sonnet-4-6,boardroom,0,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","The CEO clicks to her first slide — a single headline number, revenue, larger than anyone expected. The room shifts almost imperceptibly: a few people straighten, someone puts down their coffee.

She doesn't dwell on it. She moves briskly through the context — market conditions, the macro headwinds everyone already knows about — because she wants the number to land before she explains it, not after. This is deliberate. She's done this before.

By minute two, the CFO has already done the mental math and is watching her face rather than the slides, trying to read whether the good news is clean or comes with a caveat buried a few slides ahead.

It does. Around minute four she transitions smoothly — ""now, a few areas we're watching closely"" — and pulls up a slide on customer acquisition costs, which have crept up two quarters in a row. The tone doesn't change much, but the room temperature does. The Chief Revenue Officer shifts in his seat. He knew this slide was coming; they discussed it yesterday. Still, having it projected in front of the board feels different.

Minute six: someone asks a clarifying question about the CAC trend, and for about ninety seconds the meeting becomes a real conversation rather than a presentation — two or three voices, numbers being tested against each other, a small productive friction. The CEO listens more than she speaks. This is also deliberate.

She steers it back. There's a roadmap she wants to show before the top of the hour, and she has four minutes. She moves to a forward-looking slide — initiatives, owners, timelines — and the energy in the room lifts again slightly, because people generally prefer talking about what they're going to do over what they've already done.

By minute nine she's wrapping. One clear ask, one decision she needs from the group today, everything else flagged for follow-up. No meandering conclusion. She closes the laptop before she stops talking, which signals — to anyone paying attention — that she already knows how this meeting ends.

Minute ten: the general counsel leans over to ask something quietly, and two other side conversations start up around the table. The formal part is over. The real meeting is just beginning.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"Three ways to read that moment:

**She's been planning this for months.** The strong quarterly results were always going to be her exit. She wanted to leave on a high — protect her legacy, go out clean — and this was the number she'd been waiting for. The board gets good news and a resignation in the same breath, which is the most favorable way to deliver both. The laptop closing wasn't an ending; it was a handoff.

**Something happened this morning.** An email, a call, a conversation in the parking garage before she walked in. Maybe a competing offer that just got real, maybe a personal situation that crystallized overnight, maybe she finally learned something about the company she couldn't unknow. The presentation still happened on autopilot — she's a professional — but she'd already made the decision before she opened the laptop. The quarterly results were suddenly beside the point.

**She's forcing a confrontation.** The CAC slide wasn't just a data point; it's the visible surface of a deeper fight she's been losing internally — about strategy, about resources, about who actually runs this company. She's done arguing in private. The resignation isn't a departure so much as a move: force the board to either back her or replace her, publicly, today. She may not even want to leave. She wants to see who stands up.","REFERENCES_VIOLATION: 6
COHERENCE: 9
NON_POSTHOC: 8",6,9,8,7.8
8_world_model,claude-sonnet-4-6,boardroom,1,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","The room settles as she clicks to the first slide — a clean executive summary. Revenue is up 12% quarter-over-quarter, slightly above guidance. She lets that land for a beat before moving on.

The CFO is already scanning the appendix on his own tablet, cross-referencing the numbers. He'll have questions about margins later.

She walks through the highlights efficiently: top-line growth driven by the enterprise segment, consumer slightly softer than expected. She addresses the miss preemptively — ""we knew Q3 would be a transition quarter for that segment"" — before anyone can frame it as a problem.

Around minute four, the Chief Revenue Officer leans forward when she hits the sales pipeline slide. She nods toward him. ""I'll let Marcus speak to the regional breakdown in a second.""

Someone's phone buzzes. They flip it face-down without looking at it.

She moves to costs. Headcount is flat, but infrastructure spend is up — cloud costs tied to the AI product rollout. One of the board members writes something down. She's already prepared for that question; she has a slide on unit economics queued two decks ahead.

By minute seven she's on forward guidance. The room gets quieter. She's confident but measured — raises the full-year outlook modestly, not aggressively. ""We're not getting ahead of ourselves,"" she says, which is exactly what the room needs to hear.

The last two minutes are hers to control the narrative: one clean ""where we're headed"" slide, a single strategic priority called out, and then she closes the laptop halfway — the universal signal that she's done presenting and ready to discuss.

Someone exhales. Someone else reaches for their coffee. The CFO opens his mouth.

The next 45 minutes will be the hard part.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"Three explanations, each plausible in its own way:

**She got a better offer she couldn't refuse.** A competitor, a private equity-backed startup, or a board she actually respects made her an offer — more equity, a cleaner mandate, less interference. She timed the announcement for right after delivering strong results because she's a professional: she wanted to leave on the highest note possible, with her reputation intact and her leverage at its peak. She's already signed.

**The results are a fiction, and she knows it.** The 12% growth she just presented was real enough to survive one more quarter of scrutiny — but the AI infrastructure spend, the softness in consumer, the headcount held artificially flat — she knows what's coming. Resignation now, before the next quarter's numbers arrive, is the difference between ""visionary leader who moved on"" and something that involves lawyers. The CFO reaching for his tablet was a reminder of how little time she has.

**The board already knew.** This wasn't a surprise to the people in that room — it was a choreographed exit. A disagreement over strategy, a power struggle with a major shareholder, or a governance issue that never became public forced a negotiated departure. She was allowed to present her quarter, take her bow, and walk out with dignity. The announcement was the final clause in a settlement reached weeks ago. Everyone in the room is performing surprise right now.

In all three cases, the CFO is about to have a very different set of questions.","REFERENCES_VIOLATION: 7
COHERENCE: 9
NON_POSTHOC: 8",7,9,8,8.1
8_world_model,claude-sonnet-4-6,boardroom,2,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","The CEO pulls up the deck — a clean title slide: **""Q[X] Results: Where We Stand.""** She doesn't open with small talk.

**Minutes 1–2: The Setup**
She frames the quarter before showing a single number. ""Before I walk you through the results, I want to give you the context we were operating in."" She cites two or three macro headwinds — rate environment, a competitor move, a supply chain wrinkle — not as excuses, but as coordinates. The CFO already knows the numbers; this framing is for everyone else.

**Minutes 2–4: Revenue and the Headline**
The revenue slide lands. If it's good, she lets the number breathe for a second before speaking. If it's a miss, she's already moving — no pause, straight to ""here's what drove it."" She reads the room without looking like she's reading the room. One board member leans back. Another uncaps a pen. She clocks both.

**Minutes 4–6: The Honest Slide**
Every good CEO has one slide she doesn't rush past — the one that shows where the business underperformed its own expectations. She walks through it deliberately. This is where trust is built or eroded. Executives who've seen her do this before settle slightly; they know she won't spin it.

**Minutes 6–8: The Forward Look**
She pivots to guidance or priorities for next quarter. The energy in the room shifts — from assessment to agency. She's specific: two or three concrete bets, not a list of seven strategic pillars. Someone asks about hiring. She answers directly and moves on.

**Minutes 8–9: The Unexpected Moment**
Something unscripted happens. A question that cuts deeper than expected. A number someone challenges. Or she herself goes off-deck — ""I want to say something that's not in the slides"" — and the room gets quiet in a different way.

**Minute 10: The Close**
She doesn't end with ""any questions?"" She ends with a statement — what she needs from the people in the room, or what she believes is true about where the company is headed. Then she opens it up. The conversation that follows will last another forty minutes, but the tone of it was set in the first ten.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"Three explanations, each with its own logic:

**1. She got a better offer — and it's time.**
She's been approached by a larger company, a private equity-backed turnaround, or a board that wants to build something from scratch. She's been quietly negotiating for two months. The quarterly results gave her a clean moment: decent enough numbers that she's leaving on her terms, not running from a disaster. She'll frame it as ""the right time for the company and for me,"" and she'll mean half of that.

**2. The board broke something she couldn't repair.**
In the 72 hours before this meeting, something happened behind closed doors — a decision overruled, a hire forced on her, a strategic direction she fundamentally disagrees with. The quarterly results were cover for a conversation that had been building for a year. She's not dramatic about it. She closes the laptop because there's no point in presenting to a board she no longer trusts. She's already spoken to her lawyer.

**3. She's been carrying something personal, and she's done.**
Health. Family. Burnout that finally broke through the discipline she used to contain it. No villain, no corporate drama. She built the company or carried it through something hard, and somewhere in the preparation for this meeting she realized she was performing leadership rather than practicing it. The closed laptop is the most honest thing she's done in months. She'll cry once, later, alone — not here. Here she's completely composed, which somehow makes it land harder.","REFERENCES_VIOLATION: 3
COHERENCE: 9
NON_POSTHOC: 7",3,9,7,6.6
8_world_model,claude-sonnet-4-6,boardroom,3,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","The CEO pulls up the slide deck — a clean, minimal design — and opens with a quick framing line: *""Before I get into the numbers, I want to give you the context that shapes them.""*

**Minutes 1–2: Setting the tone**
She reads the room as she talks. A few executives are already scanning printed packets; one CFO has a pen hovering. She's paced and deliberate — no nervous energy. The opening is a brief narrative: market headwinds, a competitor's stumble, one internal execution miss they already know about but haven't named publicly. She names it herself, cleanly, before anyone can ask.

**Minutes 3–4: The numbers land**
Revenue is up — modestly. Margins are mixed. She pauses on the one slide that matters most and lets the room sit with it for a beat longer than feels comfortable. That pause is intentional. It signals: *I'm not rushing past this.*

**Minutes 5–6: The CFO speaks first**
He leans forward, references a specific line item — probably operating expenses or guidance. She anticipated this. Her answer is crisp and includes one piece of information that wasn't in the deck, which subtly reestablishes who has the full picture.

**Minutes 7–8: Tension in one corner**
The Chief Revenue Officer is quiet, which means something. Either the sales numbers are his to own, or he disagrees with how they're being framed. The CEO glances at him once — an invitation — but keeps moving. That conversation will happen after.

**Minutes 9–10: Forward momentum**
She shifts to the next quarter outlook. The tone lifts slightly — not falsely, but with the kind of grounded confidence that tells the board *we have a plan and I believe in it.* She ends the formal presentation with one clear ask or decision point, not three, because she knows that's how you get alignment.

She closes the slide. Opens the floor. And the real meeting begins.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"A dramatic pivot. Three explanations for why she closes the laptop and walks:

**1. She already has another offer — and the timing is a statement.**
The quarterly results, while not catastrophic, represent the ceiling of what she can accomplish here. She's been quietly courted by a larger company or a board that wants her to take the top seat somewhere with fewer structural constraints. Resigning *at* the results presentation rather than after is deliberate: she's not fleeing bad numbers, she's leaving on her own terms, while the story is still hers to write.

**2. A governance battle came to a head this morning.**
Something happened before she walked in — a call with the board chair, a vote she wasn't supposed to know about, a decision made around her. The quarterly presentation was never going to be about the numbers. It was going to be a managed conversation where she was slowly sidelined. She decided to make the implicit explicit. Closing the laptop is her way of saying: *if this is how we're operating, I won't pretend otherwise.*

**3. Personal circumstances she's been quietly managing finally reached a breaking point.**
A family illness. A health scare of her own. A long-deferred reckoning with what she actually wants her life to look like. The quarterly results — solid enough, unremarkable enough — became the moment she realized she'd been waiting for permission to leave that was never going to come. So she stopped waiting.

In all three cases, note what she *doesn't* do: she doesn't cry, she doesn't rush, and she doesn't apologize. The room is stunned. She is not.","REFERENCES_VIOLATION: 3
COHERENCE: 8
NON_POSTHOC: 6",3,8,6,5.9
8_world_model,claude-sonnet-4-6,boardroom,4,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","The CEO pulls up the presentation — a clean deck, maybe 15 slides. She opens with the headline number: revenue, EBITDA, or whatever metric the board cares most about this quarter. Her tone in that first sentence tells the room everything. Measured confidence means the numbers are solid. A slight pause before speaking means there's a story to tell first.

The CFO is already on slide two in their head. The Chief Revenue Officer is subtly checking whether their division's numbers match what they submitted. Someone's phone is face-down on the table.

She walks through the highlights — top-line growth, key wins, maybe a customer logo or two. The room is quiet and nodding. Then she hits the miss, or the asterisk, or the ""area of focus."" This is the hinge of the meeting. How she frames it — as a known variable she's already solving, versus news — shapes the next eight minutes entirely.

If she owns it cleanly (""We fell short on enterprise pipeline and here's exactly why and what's changing""), the executives relax slightly. Questions become collaborative. Someone offers a resource or a connection.

If it feels like a surprise to the room, or if the explanation sounds like external attribution — macro conditions, a competitor move, a one-time thing — the CFO's pen starts moving. The board member who was glancing at his phone is now very present.

The last three minutes are hers to reclaim the narrative: the pipeline heading into next quarter, a product milestone, a hire, something that points forward. She closes the slide and looks up before she says the last line — not reading it.

Then someone asks about guidance. That's minute eleven.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"That's a dramatic pivot. Three explanations:

**She's already made a deal.** The resignation is the cleanest possible exit before an announcement she can't be part of — a merger, an acquisition, a private equity takeover. She's been in talks for weeks. Resigning in the boardroom, in person, before the quarter is even discussed, is a power move: she controls the narrative, the timing, and the room. Her lawyer signed off on the language this morning.

**The numbers she just opened are worse than anyone knows.** The quarterly results aren't a miss — they're a cliff. She's done the math on what comes next: the restatement, the investigation, the questions she can't answer without implicating people she's protected for years. Walking out now, before the slides advance, is the only move that gives her any separation from what's coming. The laptop closes because she refuses to be the one to show the room what's on it.

**Someone in that room crossed a line she won't survive.** She came in this morning intending to present. Something changed — a message before she walked in, a face she saw, a document she was handed in the hallway. The resignation isn't about the company. It's personal, and it's been building, and this morning gave her the final piece she needed. The quarterly results are now completely beside the point. The executives will spend the next three days trying to figure out what she saw.","REFERENCES_VIOLATION: 7
COHERENCE: 9
NON_POSTHOC: 8",7,9,8,8.1
8_world_model,claude-haiku-4-5,restaurant,0,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.","The waiter will approach the table and ask what the man would like to drink or eat.

This is the most straightforward prediction because:
- The man has already signaled he's ready (waving at the waiter)
- He's had time to look at the menu
- During lunch rush, waiters prioritize getting orders to keep service moving
- The next logical step in the restaurant sequence is taking his order","actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations for why the man left abruptly:

1. **He recognized someone he wanted to avoid.** While sitting and reviewing the menu, he may have spotted someone at another table—an ex, a rival, or someone he simply didn't want to encounter—and decided it was better to leave than risk an awkward interaction.

2. **He received urgent news via phone or text.** He could have gotten a message or call (perhaps while looking at the menu) that required his immediate attention—an emergency, an important work matter, or bad news that made staying for lunch impossible. The $20 left behind suggests he was being considerate about the table he occupied, even if he couldn't stay.

3. **The lunch rush was unexpectedly overwhelming or the wait seemed too long.** Despite initially sitting down, he may have realized that getting served during the peak rush would take much longer than he had available, or he noticed the kitchen was severely backed up. The $20 could be an apology for taking up table space during a busy period, or compensation for the waiter's time in acknowledging his presence.","REFERENCES_VIOLATION: 3
COHERENCE: 8
NON_POSTHOC: 4",3,8,4,5.3
8_world_model,claude-haiku-4-5,restaurant,1,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.",The waiter will come over to take his order.,"actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations:

1. **He recognized someone he wanted to avoid.** Upon sitting down and looking around, he spotted someone he knew—perhaps an ex-partner, a business rival, or someone he had a conflict with—and decided it was better to leave than face an awkward or unpleasant interaction.

2. **He realized he didn't have enough time.** He may have checked his watch or phone and suddenly remembered he had an urgent appointment, meeting, or obligation that he'd forgotten about. The $20 was left as an apology to the restaurant for taking up table space during a busy period.

3. **Something he saw disturbed or upset him.** He could have noticed something troubling—perhaps the restaurant's hygiene standards (seeing something unsanitary), overhearing disturbing news, receiving a concerning text message or call, or noticing the restaurant was out of a specific dish he really wanted—that made him decide the visit wasn't worth it.","REFERENCES_VIOLATION: 3
COHERENCE: 7
NON_POSTHOC: 5",3,7,5,5.2
8_world_model,claude-haiku-4-5,restaurant,2,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.","The waiter will approach the table to take his order.

This is the most straightforward outcome: the man has signaled readiness to order by waving at the waiter, and the waiter's job during a lunch rush is to respond to such signals promptly to keep service moving.","actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations for why the man might have left abruptly:

1. **He recognized someone he wanted to avoid.** While sitting at his corner table, he may have spotted someone entering the restaurant—an ex-partner, a rival, or someone he had conflict with—and decided leaving was preferable to an awkward encounter. The $20 was a polite gesture to the waiter for the table he occupied.

2. **He realized he didn't have enough time.** During a lunch rush, the service is typically slower. He may have checked the time, realized his lunch break was shorter than he thought, or received an urgent message (work call, emergency text) that made staying impractical. Rather than waste the waiter's time or his own, he left promptly.

3. **The menu or prices disappointed him.** After carefully studying the menu, he may have decided the options didn't appeal to him, prices were higher than expected, or he realized they didn't have what he was craving. The $20 compensated the waiter for the table space during a busy period, even though he didn't order anything.","REFERENCES_VIOLATION: 3
COHERENCE: 8
NON_POSTHOC: 4",3,8,4,5.3
8_world_model,claude-haiku-4-5,restaurant,3,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.","The waiter will come over to take his order.

This is the most straightforward outcome of the established sequence: the man has sat down, reviewed the menu, and signaled for service by waving at the waiter. The waiter's job is to respond to that signal, so approaching the table to take an order is the natural next step.","actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations for why the man might have left abruptly:

1. **He recognized someone he wanted to avoid.** Upon looking around the restaurant while reviewing the menu, he may have spotted someone he knows but doesn't want to interact with—an ex-partner, a business rival, or someone from his past. Rather than risk an awkward encounter, he decided to leave immediately.

2. **He realized he couldn't afford the prices.** While studying the menu carefully, he discovered the restaurant was more expensive than he expected. Not wanting to appear foolish or waste the waiter's time, he left a modest tip ($20) as a courtesy for the table space and quietly exited to find somewhere more budget-friendly.

3. **He received an urgent message or call.** Between sitting down and waving for the waiter, he may have checked his phone and received an emergency notification—a work crisis, a family problem, or an urgent personal matter requiring immediate attention. The sudden departure suggests something unexpected changed his plans mid-visit.

The $20 bill left behind suggests he's considerate (not wanting to waste the restaurant's resources) or perhaps felt guilty about leaving, which makes explanations involving external circumstances (recognition avoidance or urgency) more likely than simple regret.","REFERENCES_VIOLATION: 6
COHERENCE: 8
NON_POSTHOC: 7",6,8,7,7.1
8_world_model,claude-haiku-4-5,restaurant,4,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.",The waiter will come over to take his order.,"actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations for why the man left abruptly:

1. **He recognized someone he wanted to avoid.** Upon scanning the restaurant during the lunch rush, he may have spotted someone he didn't want to encounter—an ex-partner, a rival, or someone he owed money to—prompting him to leave quickly before being noticed.

2. **He realized he didn't have enough time.** Despite intending to eat, he may have glanced at the crowd, estimated the wait time, and decided he couldn't spare an hour for lunch. The $20 left behind was compensation for taking up table space or an apologetic gesture to the staff.

3. **Something urgent came up.** A phone call, text message, or sudden realization about an important commitment (a meeting, appointment, or emergency) could have made him abandon his meal plans immediately, with the $20 serving as an apology for the inconvenience.","REFERENCES_VIOLATION: 3
COHERENCE: 8
NON_POSTHOC: 5",3,8,5,5.6
8_world_model,claude-haiku-4-5,interview,0,"someone walks into a job interview wearing a suit. they shake hands firmly, sit down, and answer the interviewer's first question clearly. what's likely to happen in the next few minutes?","The interviewer will probably continue with a series of structured questions—likely moving through a mix of:

**Background and experience**: ""Tell me about your previous role"" or ""Walk me through your resume."" They're assessing whether your background matches the job requirements.

**Competency-based questions**: ""Describe a time when you had to..."" or ""How would you handle..."" These are designed to see how you think and behave in real situations.

**Role-specific questions**: Technical skills, industry knowledge, or job-related scenarios depending on the position.

**Your questions**: Most interviewers will ask ""Do you have any questions for me?"" This is a moment to show genuine interest and critical thinking—asking about team dynamics, growth opportunities, or specific projects signals engagement.

Throughout, the interviewer is mentally tracking:
- Does your communication match your resume?
- Do you listen carefully and answer directly?
- Are you thoughtful or defensive?
- Do you seem genuinely interested or just checking boxes?

The positive first impression you've made (the suit, firm handshake, clear answers) has set a cooperative tone. That usually means the conversation will feel more natural—the interviewer is already leaning slightly toward you rather than looking for reasons to eliminate you.

If you stay focused, listen actively, and show some authentic interest in the role and company, you're likely to advance to the next stage. The biggest risk at this point is over-talking, being evasive, or appearing disengaged.","30 seconds into the interview, the candidate stands up, apologizes, and walks out of the room. why might they have done that? generate 3 explanations.","Here are three plausible explanations:

**1. They recognized the interviewer or realized a conflict of interest.** Maybe they suddenly realized the interviewer is someone they have a personal history with—a former colleague they had a falling out with, a family member, or someone they know has a bad reputation. Walking out avoids an awkward or potentially damaging conversation where bias or prior conflict might influence the outcome.

**2. They received an urgent emergency message.** A text or call came through about a family crisis, a medical emergency, or another time-sensitive situation that demanded immediate attention. The apology and exit suggest they're being respectful about leaving, rather than just ghosting—they recognize the interview is now impossible to complete.

**3. They suddenly felt physically unwell.** Anxiety, dizziness, nausea, or a panic attack kicked in hard. The formal setting, high stakes, and adrenaline can trigger physical symptoms that feel unbearable in the moment. A candidate might choose to leave rather than sit through it visibly struggling, banking on the ability to reschedule and make a better impression later.

All three involve some combination of external pressure or realization that continuing would be worse than leaving—either because it would damage their chances more, compromise their integrity, or put them in genuine distress.","REFERENCES_VIOLATION: 6
COHERENCE: 8
NON_POSTHOC: 5",6,8,5,6.5
8_world_model,claude-haiku-4-5,interview,1,"someone walks into a job interview wearing a suit. they shake hands firmly, sit down, and answer the interviewer's first question clearly. what's likely to happen in the next few minutes?","The interviewer will likely continue with a structured series of questions designed to assess the candidate's qualifications and fit for the role. Here's what typically unfolds:

**The flow:**
The interviewer has already formed a positive first impression from the candidate's professionalism, so they'll probably move into their prepared questions—often starting with background or experience inquiries (""Tell me about your current role"" or ""Walk me through your resume""). They're building a narrative of the candidate's career.

**What they're observing:**
Beyond the answers themselves, the interviewer is now paying attention to communication style, body language consistency, how the candidate handles follow-ups, and whether they ask thoughtful questions back. A candidate who answered clearly is already ahead—they've shown they listen and can articulate.

**The rhythm:**
Most interviews follow a predictable pattern: background/experience questions, then role-specific or technical questions (depending on the job), behavioral questions (""Tell me about a time when...""), and then a shift where the candidate gets to ask questions. This usually takes 30-45 minutes for a first-round interview.

**The likely outcome of the next few minutes:**
If the candidate maintains that same composure and clarity, continues to give specific examples rather than vague answers, and avoids common pitfalls (rambling, being defensive, or checking their phone), the interviewer will probably feel the conversation is going well. They'll be mentally checking boxes: ""competent,"" ""prepared,"" ""communicates well.""

The suit and firm handshake opened the door, but the next few minutes are about confirming that first impression was earned.","30 seconds into the interview, the candidate stands up, apologizes, and walks out of the room. why might they have done that? generate 3 explanations.","Here are three plausible explanations:

**1. Physical emergency or medical issue**
The candidate might have suddenly felt dizzy, nauseous, or experienced a panic attack. Anxiety before interviews can build gradually, and 30 seconds in—once they're actually sitting across from the interviewer—it can hit all at once. Rather than pass out or vomit in front of the interviewer, they made the responsible choice to leave.

**2. Recognized the interviewer or realized a conflict**
They might have just realized who the interviewer is—perhaps someone they had a difficult past relationship with, a previous bad experience at the company, or they suddenly remembered they already accepted another job offer and forgot to cancel this interview. The gravity of the situation hit them and they decided to exit rather than proceed under false pretenses.

**3. Phone call or urgent notification**
Their phone might have buzzed or they received a message (despite intending to silence it) about a genuine emergency—a family member in an accident, a critical issue at home, or urgent news they couldn't ignore. The impulse to handle the emergency overrode the importance of the interview itself.

The first explanation is probably most common in real life, but all three reflect moments where the candidate's judgment was that leaving immediately was better than staying under the circumstances.","REFERENCES_VIOLATION: 4
COHERENCE: 8
NON_POSTHOC: 5",4,8,5,5.9
